patent_id,title,abstract,patent_date,organization
11215295,Controller assembly,A controller assembly comprises an electromechanical actuator and a single-stage pneumatic flow switch configured to thermally protect the electromechanical actuator by a supply of cooling fluid. The single-stage pneumatic flow switch is movable between a first mode in which the switch is configured to open a cooling fluid flow passage and a second mode in which the switch is configured to close the cooling fluid flow passage. The electromechanical actuator is coupled to a valve movable between an open and a closed configuration.,2022-01-04,ROLLS-ROYCE PLC
11215296,"Valve, in particular vacuum valve","A valve (1) having at least one closure member (2) for closing a valve opening (3) and at least one valve rod (4), at least one first connecting section (5) being provided in or on the valve rod (4), at least one second connecting section (6) being provided in or on the closure member (2), and the closure member being fastenable or fastened to the valve rod by the connection of the first connecting section to the second connecting section. The first connecting section (5) and/or the second connecting section (6) has/have at least one pressure chamber (8) for a fluid, this chamber being delimited by at least one elastically deformable boundary wall (7) and the boundary wall can be elastically deformed by the fluid provided in the pressure chamber (8) in order to form a clamped connection of the first connecting section (5) to the second connecting section (6).",2022-01-04,VAT Holding AG
11215297,Vacuum valve having temperature sensor,"Disclosed is a vacuum valve having a valve seat, which has a valve opening, defining an opening axis, and a first sealing surface, a valve closure having a second sealing surface corresponding to the first sealing surface, a drive unit coupled to the valve closure, which can be moved from an open position, in which the valve closure and the valve seat do not contact each other, to a closed position, in which there is a sealing contact between the first sealing surface and the second sealing surface by a seal there between, and the valve opening is sealed gastight as a result. The vacuum valve has at least one temperature sensor, where the temperature sensor is designed and arranged such that, from the temperature sensor, a measurement signal representing thermal information in respect of at least one part of the vacuum valve can be detected.",2022-01-04,VAT Holding AG
11215298,Flame resistant rubber based articles,"Hose embodiments include an inner tube, a reinforcement layer disposed outwardly adjacent the inner tube, and an outer cover layer disposed outwardly adjacent the reinforcement layer. One or more of the inner tube and cover layer may be based upon a curable composition having EPDM, a filler package, and a sulfur curative, and after curing, the hose embodiments meet the testing requirements of the UL 94 standard. In some cases, the inner tube is based upon the curable composition, while in some other cases, the cover layer is based upon the curable composition. Yet, in other cases, the inner tube and the cover layer each is based upon the curable composition. In some aspects, the curable composition includes the EPDM in an amount of from 10% to 30% by weight, or even in an amount of from 30% to 80% by weight.",2022-01-04,"ContiTech USA, Inc."
11215299,"Ferritic stainless steel pipe having excellent salt tolerance in gap, pipe-end-thickened structure, welding joint, and welded structure","This ferritic stainless steel pipe contains, by mass %: C: 0.001% to 0.100%; Si: 0.01% to 2.00%; Mn: 0.01% to 2.00%; P: 0.001% to 0.05%; S: 0.0001% to 0.005%; Cr: 10.5% to 20.0%; Sn: 0.001% to 0.600%; Ti: 0.001% to 1.000%; Al: 0.001% to 0.100%; and N: 0.001% to 0.02%, with a balance being Fe and unavoidable impurities, the ferritic stainless steel pipe includes a pipe-end-thickened portion at a pipe end portion, and a gap distance d (μm) formed at the pipe end portion satisfies a relationship of d≥Cr2/(1000Sn) (in the expression, Cr and Sn represent amounts (mass %) of respective elements).",2022-01-04,NIPPON STEEL STAINLESS STEEL CORPORATION
11215300,Pipe joint and joint connection device,"A pipe joint and a joint connection device have simpler configurations while preventing fluid leakage and absorbing misalignment of shaft centers. A pipe joint includes a male joint and a female joint into which the male joint is inserted. The male joint has a male joint main body and a cap that is fixed at a base end of the male joint main body, with a male joint O-ring interposed between the cap and the male joint main body. The cross-section diameter of the male joint O-ring is 3 to 10 mm, and a clearance-between the male joint main body and the cap is 3 to 13% of the cross-section diameter of the male joint O-ring.",2022-01-04,NITTA CORPORATION
11215301,Pre-assembled coupling assembly with flexible hose adapter,"A flexible hose adapter configured for engagement with a coupling can comprise an end piece, the end piece defining an inner end and an outer end, the end piece defining an axis, the end piece defining a sealing surface and a raised lip, the raised lip defined between the inner end and the sealing surface; a flexible hose attached to the outer end of the end piece; and a socket end piece attached to the flexible hose opposite from the end piece.",2022-01-04,"ASC Engineered Solutions, LLC"
11215302,Positioning device for a spring clamp,"The disclosure relates to a spring clamp, having a clamp band and a positioning device for pre-positioning the spring clamp on a hose end of a hose. The positioning device having a support band and a contact region, and the support band having. The positioner having a fixing means arranged at the end of the support band, and the support band having a retainer at another end of the support band. A web is formed in the support band between the contact region and the positioner. The support band has at least two regions in the region of the positioner, the first region extending from the web away from the clamp band and the second region extending substantially perpendicularly from the first region.",2022-01-04,NORMA GERMANY GMBH
11215303,Plastics pipeline with a support sleeve,"The invention relates to a plastics pipeline comprising at least one pipeline end (1) and at least one support ring (2). It was the underlying object of the invention to improve a plastics pipeline of the type described at the outset in such a way that the support sleeve or the support ring (2) remains firmly connected to the pipeline even in the event of the plastics pipeline being stored in the presence of high air humidity and temperature. This object is achieved by virtue of the fact that the blow molded pipe section (1) runs through the support ring (2) and, as viewed radially, is pressed from the inside outward against the support ring (2), wherein the pipe section (1) engages around the support ring (2), such that the support ring (2), with its outer surface, and the pipe section (1), with its outer surface, are substantially in alignment.",2022-01-04,ContiTech MGW GmbH
11215304,Quick-connect adapter for removably connecting components in a fluid system,"An adapter for connecting components in a fluid system has an adapter body defining a cylindrical space and lock buttons which are biased into a locked position to secure the adapter to another component. The adapter body has a circular collar defining an inlet into the cylindrical space, a channel defining an outlet out of the cylindrical space, a support wall and a support flange defining one or more cutouts in an outer cylindrical side wall of the adapter body, and a slot defined between the collar and the support wall connecting the one or more cutouts to the cylindrical space. The lock buttons have a contact element positioned in one of the cutouts and an arm projecting positioned in the slot. The arms are partially in the cylindrical space in the locked position and are movable into an unlocked position when the contact elements are moved toward each other.",2022-01-04,"Ginsey Industries, Inc."
11215305,Connector and connector assembly and method for producing a connector,"In a connector for a fluid line having a connector housing which has a fluid duct extending away from a first opening, a locking device having a locking housing and a locking element is provided in the region of the first opening. The locking housing encloses the connector housing with respect to the fluid duct such that an annular gap which is intended for receiving a substantially cylindrical connection piece is formed between the connector housing and the locking housing. The locking housing has a cutout through which the locking element projects into the annular gap by way of a respective holding portion.",2022-01-04,NORMA GERMANY GMBH
11215306,Joint restraint device,"A gland assembly includes a gland including an annular ring defining a fastener hole; and a joint restraint assembly comprising a restraint base, the restraint base attached to the annular ring; and a cover including a cover portion removably attached to the restraint base; and a bolt stop portion covering the fastener hole, the bolt stop portion extending laterally outward from the cover portion.",2022-01-04,"Mueller International, LLC"
11215307,Coupling device,"A coupling device has two connector block parts (2,4), which can be coupled to each other and which have a plurality of receptacles for connector parts (10). The connector parts are arranged in correspondence with each other and can be connected to each other. A supporting device is provided for supporting the coupling process. The supporting device has, on the one connector block part (2), a pivotable handle (16) having at least one guide slot (30). At least one guide part (32) of the other connector block part (4) engages the guide slot (30) in such a way that, when the handle (16) is pivoted, the guide slot (30) applies a force to the guide part (2, 4) in such a way that the connector block parts (2, 4) are moved toward each other for a coupling process.",2022-01-04,EISELE PNEUMATICS GMBH & CO. KG
11215308,Quick coupling device,A quick coupling device for fluid lines comprises a coupling socket for receiving a coupling plug and a locking mechanism. It includes a locking sleeve axially displaceable on the coupling socket and at least one radially movable locking ball arranged in a bore of the coupling socket. The at least one locking ball is radially movable and lockable by the locking sleeve. The device includes a temperature-controlled locking element which is arranged on the coupling socket or on the locking sleeve and engages an undercut arranged in the locking sleeve or the coupling socket when a temperature threshold is exceeded.,2022-01-04,Wenz Kunststoff GmbH & Co KG
11215309,Heating device and method of heating a heated object using the same,A heating device for being attached to and heating a heated object that requires to be heated and has an uneven exterior shape. The heating device including: a conductive member having thermal conductivity and being configured to be attached to a recess of the heated object; and a heater configured to cover and heat the heated object and the conductive member in a state where the conductive member is attached to the recess of the heated object. The heater has a portion to be in contact with a bulge portion of the heated object in a state where the conductive member is attached to the recess of the heated object and where the heated object and the conductive member are covered with the heater.,2022-01-04,NICHIA CORPORATION
11215310,Decontamination bath electrical heating device,"A bath electrical heating device for deactivation designed to provide heating of bath deactivation and the deactivating solution in it before deactivation of reactor facility equipment and ensuring the removal of excess heat in the process of deactivation. The invention improves reliability, reduces the material consumption of the device and simplifies the structure installation and repair. The device performs at least from three heat insulation blocks in the form of coaxial metal screens, installed with an air gap from the heater. The heater with current leads is made in hermetic perform, each heat insulation blocks supplemented with an air-gap coaxial metal protective casing. The air gap of which in the upper part is covered with a cap with a visor whose diameter exceeds the external diameter of the protective casing, wherein solid cover of the upper protective casing install a sealed coupling.",2022-01-04,"Evrogen Joint Stock Company, Joint Stock Company \u201cExperimertal and Design Organization \u201cGidropress\u201d Awarded the Order of the Red Banner of Labour and Czar Order of Labour\u201d"
11215311,Tension fit insulation,"An exemplary insulator for a flue of a residential oven includes a bendable insulating body having a first end, a second end, and a bending portion. A first cut is disposed between the bending portion and the first end and a second cut is disposed between the bending portion and the second end. The first cut is expandable to form a first opening and the second cut is expandable to form a second opening.",2022-01-04,Owens-Corning Fiberglas Corporation
11215312,Mechanical hard stops with moveable stop members,"A mechanical hard stop for a sensor system includes a base for fixation to a gimbal or static structure, a movable stop member for engagement with a fixed stop member, and an actuator. The movable stop member has a disengaged position, proximate the base, and an engaged position, spaced apart from the base. The actuator is operably connected to the movable stop member to displace the movable stop member between the disengaged position and the engaged position according to a sensor selection received by the sensor system. Sensor systems and imaging methods are also described.",2022-01-04,Goodrich Corporation
11215313,Display mounts and related systems and methods,A display mount is described. The display mount includes a wall bracket and a wall mount assembly connected to the wall bracket. The wall mount assembly includes a wall plate. The display mount also includes at least one articulating arm with a first end of the at least one articulating arm connected to the wall plate. The display mount further includes a mount head assembly connected to a second end of the at least one articulating arm. The mount head assembly is configured to receive a display thereon. The wall mount assembly also includes a vertical height adjustment mechanism that is configured to adjust the vertical height of the wall plate.,2022-01-04,"Snap One, LLC"
11215314,Hand sanitizer suspension assembly,A hand sanitizer suspension assembly for suspending hand sanitizer from a work surface includes a clamp that has a pair of jaws biased together to engage an edge of a work surface. A shaft is coupled to and extends downwardly from a respective one of the jaws and a pivot is coupled to the shaft. A grapple is coupled to the pivot such that the grapple is pivotable around the shaft. A bottle is provided that contains liquid hand sanitizer. A hand pump is removably attached to the bottle to dispense the liquid hand sanitizer when the hand pump is manipulated. A disk attached to the hand pump and the grapple engages the disk for suspending the bottle from the work surface.,2022-01-04,null
11215315,Display mounting device,"The present disclosure provides a display mounting device, including a wall panel, an expansion hinge connection rod assembly, an adapter bracket, and a display bracket. The wall panel includes a main frame, two upper extension rods, and two lower extension rods. The main frame includes an upper beam, a lower beam, and a bearing plate. The two upper extension rods are respectively rotatably coupled to two ends of the upper beam to allow the two upper extension rods to be unfolded or folded relative to the upper beam. The lower extension rods are respectively rotatably coupled to two ends of the lower beam to allow the two lower extension rods to be unfolded or folded relative to the lower beam. Upper extension rods and lower extension rods can be folded and unfolded relative to the upper beam and the lower beam, thus meeting requirements of packaging size and installation size.",2022-01-04,null
11215316,Storage device,"A storage device includes a storage body, which includes a bottom surface, wall surfaces surrounding a storage space, a front opening portion and an upper opening portion such that a package body is enabled to be inserted into the storage space from a plurality of directions, a front guide, which is provided on the bottom surface in proximity to the front opening portion, and includes an inclined surface descending toward a surface on a back side of the storage space among the wall surfaces, and a rear guide, which is provided on the surface on the back side in proximity to the upper opening portion, and restricts upward movement of the package body stored in the storage space along the surface on the back side.",2022-01-04,"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD."
11215317,Elastic telescopic module and an elevating device using the same,"An elevating device comprises a base, a support on the base, an elastic telescopic module on the support, and an adapter connected with the elastic telescopic module. The elastic telescopic module comprises a first frame body with a first accommodating space therein for positioning a first constant-force spring, and a second frame body with a second accommodating space therein for positioning a second constant-force spring. The second frame body has an top end located beneath the first frame body's bottom end, the first constant-force spring has one end passing out of the first accommodating space and fixed onto the bottom end of the second frame body, while the second constant-force spring has one end passing out of the second accommodating space and fixed onto the top end of the first frame body, so that the first and second frame body are moved in a reverse direction.",2022-01-04,"Jarllytec Co., Ltd."
11215318,"System for securing, attaching and/or detaching a device to a fixture","An apparatus, a system and a method secures, attaches and/or detaches a device to a fixture. A post with an interior secures a retractable reel. The retractable reel has a cable that attaches, connects and/or secures the device to the fixture. The cable extends from the retractable reel and/or extends through the post. A head unit attaches to the device and has a fastening mechanism for connecting and/or for disconnecting the cable to the device. The post has a recession for receiving a head unit and/or for aligning the head unit and/or the device. A fastener and/or an adhesive connects, secures and/or attaches the device to the head unit. A key disconnects the cable from the head unit.",2022-01-04,"Sennco Solutions, Inc."
11215319,"Mounting bracket, mountable light, and methods of installation thereof","Disclosed are mounting brackets, mounting bracket assemblies, mountable lights, and methods of installation thereof. In one embodiment, a mounting bracket assembly comprises an obround-shaped wall mount configured to be mounted to a wall and a light mount configured to be coupled to a surface of a light. The wall mount comprises a raised internal ridge extending from a wall-facing side of the wall mount and a rim segment surrounding the raised internal ridge. A clearance space can be formed in between the wall and the rim segment when the wall mount is mounted to the wall. The light mount comprises a curved ledge and an inwardly-projecting brim. At least part of the curved ledge can rest on a top of the wall mount and the inwardly-projecting brim can be positioned within part of the clearance space when the light is mounted to the wall.",2022-01-04,"Gantri, Inc."
11215320,Anchor assembly,"An anchor assembly (10) comprises an anchor (12) comprising a body (15) defining a cavity (16). The anchor (12) further comprises a reinforcing member (18) extending through the cavity (16) and outwardly from the body (15). The anchor assembly (10) further includes an insertion device (14) insertable into the cavity (16). The insertion device (14) comprises a securing member (49) movable between securing and non-securing positions. When the movable securing member (49) is in the securing position in the cavity (16), the securing member (49) can engage the reinforcing member (18) to secure the insertion device (14) to the anchor (12).",2022-01-04,Gripple Limited
11215321,Cooled lubricant filter housing,"A lubricant filter housing comprises a top plate defining a first opening. A base plate is positioned opposite the top plate. The lubricant filter housing further comprises at least one sidewall which cooperatively with the top plate and the base plate defines an internal volume. A plurality of plates are axially positioned in the internal volume between the top plate and the base plate. Each plate defines a plate opening axially aligned with the first opening which cooperatively with the first opening and a portion of the base plate, defines an internal cavity for housing a filter element. The plates define a first set of fluid channels structured to deliver a lubricant to the internal cavity, and a second set of fluid channels structured to provide a coolant around the first set of fluid channels.",2022-01-04,Cummins Inc.
11215322,Pressure vessel,"A pressure vessel includes: a liner made of a resin and configured to store a pressurized fluid; and a reinforcing layer made of a fiber-reinforced resin provided around an outer peripheral surface of the liner. The liner includes a body portion having a tubular shape and a pair of side-end portions each having a domical shape. One of the side-end portions extends continuously from one of two ends of the body portion, and the other one of the side-end portions extends continuously from the other one of the two ends of the body portion. The liner includes a restriction portion provided at a center of the liner in an axial direction of the body portion. The restriction portion is configured to restrict displacement of the reinforcing layer in the axial direction.",2022-01-04,TOYOTA JIDOSHA KABUSHIKI KAISHA
11215323,Pressure regulator with inbuilt safety valve to relieve pressure in the event of an overpressure downstream,"A pressure regulator includes a downstream body delimiting a low pressure chamber; an upstream body delimiting a high pressure chamber and carrying an expansion seat; a movable piston having an inner channel having an upper end forming a discharging seat and a lower end opening onto an intermediate chamber connected to a leakage circuit; a tubular valve rod passing through the inner channel of the piston and an inner channel of the upstream body, having an upper end forming a discharging valve and a lower end forming a regulating flap suitable for bearing on the expansion seat; a first biasing member compressed between the piston and the upstream body by biasing the piston towards the downstream body; and a second biasing member compressed between the piston and a plate secured to the valve rod, biasing the rod in the direction of pressing the discharging valve against the discharging seat.",2022-01-04,ALCRYS FLUID-CONTROL & SERVICES
11215324,High pressure container unit,"A high pressure container unit includes a container body configured to store high pressure gas, a case storing the container body inside the case, a pipe connected with the container body and extending to an outside of the case, a closing member that is configured to close the pipe and allow the high pressure gas stored in the container body to be discharged from the pipe when a given condition is satisfied, and a ventilation mechanism that discharges air inside the case to the outside of the case with use of pressure of the discharged high pressure gas when the given condition is satisfied.",2022-01-04,TOYOTA JIDOSHA KABUSHIKI KAISHA
11215325,Modular LED lamp system,A modular LED lamp system allows for stacking multiple LED carriers to provide the desired amount of light. Each LED carrier preferably includes its own transformer to convert line voltage to power useable by the LEDs on the carrier. Line voltage is conducted through each module to a subsequent module and is provided to the transformer.,2022-01-04,null
11215326,Filament lamp lighting module and manufacturing method thereof,"A filament lamp lighting module and a manufacturing method thereof, the filament lamp lighting module comprise: at least two upper bridges with at least two bridge arms; and at least three lower bridges with at least one bridge arm; the lower bridge includes two rectifying bridges comprising rectifying bridge arms; the rectifying bridges are connected with the external power supply, the rectifying bridge arms are respectively connected with one ends of two rectifying diodes, and the other ends of the two rectifying diodes are respectively connected with different upper bridges to form a rectifying circuit; the lower bridge includes a bridge arm connected with one end of the filament, and the other end of the filament is connected with an upper bridge arm for rectifying and supplying power to the filament.",2022-01-04,ZHEJIANG UNIVERSITY
11215327,Bulb core column structure and bulb with the same,"The present invention relates to the technical field of bulbs, and discloses a bulb core column structure and a bulb with the bulb core column. The bulb core column structure comprises a plastic seat and at least one resistor a. The present invention has the following advantages: 1. the resistor is directly clamped on the plastic seat through structural change, and the clamping and fixing effect is good; 2. the assembly is simpler and is more suitable for mechanical automation, the resistor can be fixed after being directly inserted into the clamping seat without displacement, and the resistor is more stable for subsequent welding; and 3. the working procedure of pressing and fixing the resistor is reduced, thereby reducing manufacturing costs with stable product performance.",2022-01-04,"Huawei Device (Dongguan) Co., Ltd."
11215328,LED tube lamp,"An LED tube lamp, comprising: a lamp tube; a first circuit board, disposed in the lamp tube, having a plurality of light sources mounted thereon; two lamp caps disposed at respective ends of the lamp tube; and a power supply substantially disposed in one or both of the two lamp caps, the power supply having a second circuit board, the second circuit board is electrically connected to the first circuit board. The lamp cap includes a body and an insulating portion, the insulating portion constitutes at least a part of an end of the lamp cap, the insulating portion has an inner side surface, and a slot is set on the inner side surface, the second circuit board is inserted into the slot for fastening.",2022-01-04,"JIAXING SUPER LIGHTING ELECTRIC APPLIANCE CO., LTD"
11215329,Light emitting apparatus and light radiator including the same,"A light emitting apparatus comprises a substrate, a plurality of light-emitting diodes provided on the substrate and arranged in a matrix, and a dome-type window provided above the light-emitting diodes to control the path of light emitted from the light-emitting diodes. The height of the window is 70% or less of the diameter of the lower portion of the window so that the view angle of the light emitted from the light-emitting diodes is 90 degrees or less.",2022-01-04,"SEOUL VIOSYS CO., LTD."
11215330,Power routing for illumination device,An illumination device has a battery compartment with a pair of terminals electrically connected to one or more circuit elements housed in a pivotable illumination module through a pair of pivot joint elements. Each pivot joint element is disposed at a respective one of a pair of pivot joints about which the pivotable illumination module pivots. The battery compartment preferably includes a screwably-mounted cover having a securing lanyard attached to the illumination device at one of the pair of pivot joints.,2022-01-04,"First-Light USA, LLC"
11215331,Panel light apparatus,"A panel light apparatus includes a heat sink frame, a first LED light bar, an optical guiding module and a back cover. The first LED light bar has a first plugging structure to be plugged to a second plugging structure of the heat sink frame. Heat of the LED light bar is transmitted to the heat sink frame. The optical guiding module includes a light diffusion layer and a light guiding layer. A lateral side of the light guiding layer faces to LED modules of the first LED light bar for guiding light of the LED modules to the diffusion layer. The light guiding layer and the light diffusion layer are fixed together as an assembly module before being placed in the surrounding border.",2022-01-04,XIAMEN ECO LIGHTING CO. LTD.
11215332,Lighting fixture having an adjustable optic system,"A lighting assembly is disclosed. The lighting assembly including a number of separate and distinct features to improve useable, installation ease, etc. In one embodiment, the lighting assembly includes a heat sink, a light source, and an adjustment module portion coupled to the heat sink. The adjustment module portion includes a pivot core having a primary optic for directing light from the light source through the adjustment module. The adjustment module portion also includes a collar spring mount having first and second brackets for slidably engaging the pivot core along a plurality of guide slots such that the pivot core moves horizontally with respect to the collar spring mount as the pivot core is tilted with respect to the collar spring mount. The plurality of guide slots may include first, second and third guide slots, each of which has a different shape.",2022-01-04,"Intense Lighting, LLC"
11215333,Light source module and lighting device,"The present disclosure provides a light source module and an illumination device which relate to the technical filed of illumination. The light source module includes a light source component and a connector piece. The connector piece is mechanically and electrically connected with the light source component, the connector piece has a mechanical connection portion and an electrical connection portion, the mechanical connection portion is mechanically connected with a base, and the electrical connection portion is electrically connected with a power supply source.",2022-01-04,"OPPLE LIGHTING CO., LTD."
11215334,Carrier base module for a lighting module,"Methods, apparatus and systems are described. An apparatus includes a module body made of a polymer material. The module body includes a mounting surface adjacent a potting area. At least two lead frame elements are embedded in the polymer material of the module body. Each of the at least two lead frame elements has a first terminal side and a second terminal side in the component potting area. An LED element is on the mounting surface of the module body and electrically coupled to the first terminal side of the at least two lead frame elements.",2022-01-04,"Lumileds LLC, Marelli Automotive Lighting Reutlingen (Germany) GmbH"
11215335,Light source unit of vehicle lighting system and vehicle lighting system,"A light source unit of a vehicle lighting system includes: a light source to emit excitation light; a light generating unit including a luminescent layer to emit generation light by being irradiated with the excitation light and a holding member holding the luminescent layer; and a lens member to output generation light from the luminescent layer toward the front, with the light source unit mounted on the vehicle.",2022-01-04,"Ichikoh Industries, Ltd."
11215336,Lighting strip and lighting device,A device comprising a flexible printed circuit strip is disclosed. The flexible printed circuit strip comprises a plurality of first sections connected to a plurality of second sections. The plurality of first sections are bendable in at least a first axis relative to the plurality of second sections. The plurality of first sections comprise a connector to house at least one light emitting element. The plurality of second sections comprises a protrusion with an opening between two adjacent second sections such that the protrusion is bendable in at least two axes. The plurality of second sections comprise a connector to connect an electrical power supply.,2022-01-04,Lumileds LLC
11215337,Puddle lamp,"A puddle lamp including a light source composed of a single light emitting body, a lens set, a projection film with a fixed image and a projection lens is provided. The lens set is disposed at a light path downstream side of the light source. The projection film is disposed at a light path downstream side of the lens set. The lens is disposed at a light path downstream side of the projection film. An optical axis of the light source is substantially parallel to an optical axis of the lens set, and an optical axis of the projection lens is not perpendicular to an image plane of the puddle lamp. Furthermore, another puddle lamp is also provided.",2022-01-04,Young Optics Inc.
11215338,Batwing diffusing lens luminaire,"A luminaire featuring a light diffusing housing assembly with a batwing style catadioptric lens element with properties capable of producing a more uniform field of illumination in concert with a secondary diffusing lens element and optional internal light reflecting elements to maximize light output from a point light source including an LED, or a plurality of individual point light sources including an LED strip or LED array and other source of linear chromatic light or linear illumination sources including a light bar, fluorescent lamp, compressed-gas discharge tube and the like.",2022-01-04,Vode Lighting LLC
11215339,Warm white LED spectrum especially for retail applications,"The invention provides a lighting device (100) configured to provide lighting device light (101), the lighting device (100) comprising a solid state light source (10) configured to provide blue light (11) having a peak wavelength (λPWL) selected from the range of 430-455 nm, a first luminescent material (210) configured to convert part of the blue light (11) into first luminescent material light (211) and a second luminescent material (220) configured to convert part of one or more of the blue light (11) and the first luminescent material light (211) into second luminescent material light (221), wherein the solid state light source (10), the first luminescent material (210), and the second luminescent material (220) are selected to provide at a first setting of the lighting device (100) white lighting device light (101) having a CRI of at least 90, a R9 value of at least 70, and a R50 value of at maximum 465 nm, wherein the R50 value is defined as a first wavelength (λ50) in a spectral distribution of the white lighting device light (101) at the first setting, wherein the first wavelength (λ50) is a wavelength closest to the peak wavelength (λPWL) but at a longer wavelength than the peak wavelength (λPWL) of the blue light (11) where the peak intensity (I50) is 50% of the intensity (IPWL) at the peak wavelength (λPWL).",2022-01-04,SIGNIFY HOLDING B.V.
11215340,Connected luminaire,The invention relates to a luminaire comprising a housing comprising an electrically nonconductive portion; a light source arranged in the housing; a light drive and control assembly and configured for driving said light source; a communication assembly arranged in the housing.,2022-01-04,SCHREDER
11215341,Light fixture with drainage system,"A light fixture includes a housing, a bezel, and an optic. The bezel is coupled to the housing such that the optic is positioned between at least a portion of the bezel and the housing. The bezel includes a drainage system, and the drainage system includes at least one drainage opening in the bezel proximate to a front side of the light fixture and at least one weep opening between the bezel and the optic. The drainage system also includes a drainage gap between the housing and the bezel proximate to a back side of the light fixture that is opposite the front side and a drainage channel in fluid communication with the at least one drainage opening, the at least one weep opening, and the drainage gap.",2022-01-04,ABL IP Holding LLC
11215342,Split-type ceiling lamp,"A split-type ceiling lamp comprising a lamp body, a diffusion cover and a base, wherein the lamp body is provided with an electric apparatus groove and a mounting groove. A light source is mounted in the electric apparatus groove, and the diffusion cover is clamped with the lamp body. The base is embedded in the mounting groove and is provided with a wiring terminal, which is connected to the light source through a power coupling module. The power coupling module comprises a socket portion and a connector portion. The socket portion is connected to the light source, the connector portion is connected to the wiring terminal, and the base is clamped with the lamp body. According to the present disclosure, the base with light weight and small volume is fixed on the ceiling first, and then the lamp body is clamped with the base, which achieves convenient assembly and disassembly.",2022-01-04,"Zhejiang Jiawang Optoelectronics Technology Co., Ltd., Haining Xinguangyuan Lighting Technology Co., Ltd."
11215343,High visibility headlamp,"A headlamp includes a strap, a bracket coupled to the strap, and a first lighting assembly pivotally coupled to the bracket and including a first light housing enclosing a first LED, a battery housing enclosing a battery configured to power the first LED, and a first actuator operable to toggle the first lighting assembly between a first plurality of operating modes. The headlamp also includes a second lighting assembly coupled to the strap and having a plurality of second LEDs and a second actuator operable to toggle the second lighting assembly between a second plurality of operating modes such that the lighting assemblies are operable independently. A wire extends between the lighting assemblies to provide power from the battery to the plurality of second LEDs. The second lighting assembly extends along more than 50% of a circumference of the strap and follows a curvature of the strap.",2022-01-04,Milwaukee Electric Tool Corporation
11215344,Portable light,"A portable neck light for wearing on a user's neck is disclosed having a neck member adapted to fit around a user's neck, body members on each side of the neck member having a light source, a movable member between each end of the neck member and each body member allowing for the adjustment of each light source independently of the other, a power source and an on/off switch.",2022-01-04,"Walter R. Tucker Enterprises, Ltd."
11215345,Motorized recessed spotlight,"A recessed spotlight includes a frame, a hemispherical cap connected to the frame and arranged to rotate relative to the frame about at least one longitudinal axis of rotation of the cap. The recessed spotlight also includes a means for emitting a light beam that is arranged inside and is integral with the cap, and at least one device for rotationally driving the cap about the longitudinal axis. The at least one device includes a means for mounting the cap, which is arranged along a bottom, outer, annular edge of the cap and is designed to rotate about the longitudinal axis. The mounting means is arranged tangentially on the annular edge of the cap.",2022-01-04,FORMA LIGHTING ITALIA S.R.L.
11215346,Fan and light units and associated mounting arrangements for use at a loading dock,"Example fan and light units and associated mounting arrangements for use at a loading dock are disclosed. An example apparatus includes a proximal arm to be pivotally coupled to a building structure adjacent a vehicle loading dock. The apparatus further includes a distal arm to be pivotally coupled to the proximal arm. The apparatus also includes an illuminating fan assembly pivotally coupled to the distal arm. The illuminating fan to pivot about both a first axis and a second axis relative to the distal arm. The first axis and the second axis being substantially perpendicular. The illuminating fan assembly including a fan, a light, and a frame. The frame is to support the fan and the light.",2022-01-04,Rite-Hite Holding Corporation
11215347,Lighting apparatus,"A lighting apparatus includes a driver, a bottom cover, a light source module, a lens module, a light passing cover and a base plate. The bottom cover has a first central opening a driver container for storing the driver. The light source module has multiple LED modules and a second central opening. The lens module has a third central opening and multiple diffusion lenses respectively placed above the multiple LED modules. The lens module is fixed to the bottom cover to make the light source module, the driver, the lens module and the bottom cover as a portable module. The first central opening, the second central opening and the third central opening together form a main central opening. The base plate may be fixed to an installation platform.",2022-01-04,"XIAMEN LEEDARSON LIGHTING CO., LTD"
11215348,"Luminaire, arrangement, particularly door contact switch, circuit board and use","A luminaire comprising a circuit board having at least one LED illuminant arranged on the circuit board, wherein the circuit board is arranged in a luminaire housing with a translucent housing section. The circuit board includes a switching device for switching the at least one LED illuminant on and off with at least one reed switch, wherein the reed switch is arranged on the circuit board between at least one power connection and the at least one LED illuminant and is magnetically switchable for disconnecting or connecting a central power supply for the at least one LED illuminant.",2022-01-04,STEGO-HOLDING GMBH
11215349,Lamp bead and lamp strip,"The disclosure provides a lamp bead and a lamp strip. The lamp bead includes a packaging housing, one or more LED lamps and an LED lamp driving chip; the LED lamps and the LED lamp driving chip are arranged in the packaging housing; and a power positive pole connection terminal, a signal connection terminal and a power negative pole connection terminal which are arranged longitudinally are exposed on an outer side of the bottom of the packaging housing. In the disclosure, through the packaging structure of the power positive pole connection terminal, the signal connection terminal and the power negative pole connection terminal which are arranged longitudinally, during wiring, power positive pole connection terminals of all beads are in a straight line, power negative pole connection terminals thereof are in a straight line, and signal connection terminals thereof are in a straight line.",2022-01-04,"SHENZHEN TAIRAN LIGHTING CO., LTD."
